text,token,complexity,value,varv,vars,text_name,page_num,sentence_num,lemma,location_true,location_adnot,gpt-4.1-2025-04-14
"Pe lângă impactul științific, artiștii ar putea fi nevoiți să își regândească reprezentările acestor oameni.",nevoiți,0.25,2,0.446280991735537,0.0278925619834711,PopSci_Caveman,10,13,nevoi,"(2162, 2169)","(51, 57)",0.1
"Pe lângă impactul științific, artiștii ar putea fi nevoiți să își regândească reprezentările acestor oameni.",impactul,0.375,2.5,0.520833333333333,0.0325520833333333,PopSci_Caveman,10,13,impact,"(2120, 2128)","(9, 16)",0.1
"Pe lângă impactul științific, artiștii ar putea fi nevoiți să își regândească reprezentările acestor oameni.",artiștii,0.25,2,0.545454545454545,0.0340909090909091,PopSci_Caveman,10,13,artist,"(2141, 2149)","(30, 37)",0.1
"Pe lângă impactul științific, artiștii ar putea fi nevoiți să își regândească reprezentările acestor oameni.",oameni,0,1,0.611570247933884,0.0382231404958678,PopSci_Caveman,10,13,om,"(2212, 2218)","(101, 106)",0.1
"Cu ajutorul algoritmilor de recunoaștere a imaginii, eye-tracker-ul poate estima punctele de privire cu mare precizie, cunoscând poziția capului și a ochilor, distanța față de ecranul la care se uită participantul și poziția dispozitivului.",participantul,0.25,2,0.512396694214876,0.0320247933884297,PopSci_MultiplEYE,0,14,participant,"(2204, 2217)","(200, 212)",0.1
"Cu ajutorul algoritmilor de recunoaștere a imaginii, eye-tracker-ul poate estima punctele de privire cu mare precizie, cunoscând poziția capului și a ochilor, distanța față de ecranul la care se uită participantul și poziția dispozitivului.",precizie,0.5,3,0.446280991735537,0.0278925619834711,PopSci_MultiplEYE,0,14,precizie,"(2113, 2121)","(109, 116)",0.1
"Cu ajutorul algoritmilor de recunoaștere a imaginii, eye-tracker-ul poate estima punctele de privire cu mare precizie, cunoscând poziția capului și a ochilor, distanța față de ecranul la care se uită participantul și poziția dispozitivului.",ochilor,0,1,0.231404958677686,0.0144628099173554,PopSci_MultiplEYE,0,14,ochi,"(2154, 2161)","(150, 156)",0.1
"Cu ajutorul algoritmilor de recunoaștere a imaginii, eye-tracker-ul poate estima punctele de privire cu mare precizie, cunoscând poziția capului și a ochilor, distanța față de ecranul la care se uită participantul și poziția dispozitivului.",eye-tracker,0.5,3,0.76,0.0475,PopSci_MultiplEYE,0,14,eye-tracker,"(2057, 2068)","(53, 63)",0.6
"Cu ajutorul algoritmilor de recunoaștere a imaginii, eye-tracker-ul poate estima punctele de privire cu mare precizie, cunoscând poziția capului și a ochilor, distanța față de ecranul la care se uită participantul și poziția dispozitivului.",privire,0.25,2,0.512396694214876,0.0320247933884297,PopSci_MultiplEYE,0,14,privire,"(2097, 2104)","(93, 99)",0.1
"Cu ajutorul algoritmilor de recunoaștere a imaginii, eye-tracker-ul poate estima punctele de privire cu mare precizie, cunoscând poziția capului și a ochilor, distanța față de ecranul la care se uită participantul și poziția dispozitivului.",față,0.375,2.5,0.520833333333333,0.0325520833333333,PopSci_MultiplEYE,0,14,față,"(2172, 2176)","(168, 171)",0.1
"Cu ajutorul algoritmilor de recunoaștere a imaginii, eye-tracker-ul poate estima punctele de privire cu mare precizie, cunoscând poziția capului și a ochilor, distanța față de ecranul la care se uită participantul și poziția dispozitivului.",imaginii,0.25,2,0.198347107438017,0.012396694214876,PopSci_MultiplEYE,0,14,imagine,"(2047, 2055)","(43, 50)",0.1
"Cu ajutorul algoritmilor de recunoaștere a imaginii, eye-tracker-ul poate estima punctele de privire cu mare precizie, cunoscând poziția capului și a ochilor, distanța față de ecranul la care se uită participantul și poziția dispozitivului.",ajutorul,0,1,0.429752066115702,0.0268595041322314,PopSci_MultiplEYE,0,14,ajutor,"(2007, 2015)","(3, 10)",0.1
"Cu ajutorul algoritmilor de recunoaștere a imaginii, eye-tracker-ul poate estima punctele de privire cu mare precizie, cunoscând poziția capului și a ochilor, distanța față de ecranul la care se uită participantul și poziția dispozitivului.",algoritmilor,0.25,2,0.59504132231405,0.0371900826446281,PopSci_MultiplEYE,0,14,algoritm,"(2016, 2028)","(12, 23)",0.4
"”
- „Până în 2020, o medie la nivelul UE de cel puțin 6% din grupa de vârstă 18-34 de ani având o calificare de învățământ profesional și tehnic inițial ar trebui să fi beneficiat de o perioadă de studiu sau de formare legată de învățământul profesional și tehnic inițial (inclusiv stagii într-un mediu profesional) în străinătate cu o durată de cel puțin două săptămâni sau mai puțin dacă este confirmată de un document Europass.",stagii,0.5,3,1.25,0.078125,Ins_LearningMobility,2,14,stagiu,"(3294, 3300)","(282, 287)",0.1
"”
- „Până în 2020, o medie la nivelul UE de cel puțin 6% din grupa de vârstă 18-34 de ani având o calificare de învățământ profesional și tehnic inițial ar trebui să fi beneficiat de o perioadă de studiu sau de formare legată de învățământul profesional și tehnic inițial (inclusiv stagii într-un mediu profesional) în străinătate cu o durată de cel puțin două săptămâni sau mai puțin dacă este confirmată de un document Europass.",confirmată,0.25,2,0.24,0.015,Ins_LearningMobility,2,14,confirma,"(3407, 3417)","(395, 404)",0.1
"”
- „Până în 2020, o medie la nivelul UE de cel puțin 6% din grupa de vârstă 18-34 de ani având o calificare de învățământ profesional și tehnic inițial ar trebui să fi beneficiat de o perioadă de studiu sau de formare legată de învățământul profesional și tehnic inițial (inclusiv stagii într-un mediu profesional) în străinătate cu o durată de cel puțin două săptămâni sau mai puțin dacă este confirmată de un document Europass.",beneficiat,0.25,2,0.89,0.055625,Ins_LearningMobility,2,14,beneficia,"(3181, 3191)","(169, 178)",0.2
"”
- „Până în 2020, o medie la nivelul UE de cel puțin 6% din grupa de vârstă 18-34 de ani având o calificare de învățământ profesional și tehnic inițial ar trebui să fi beneficiat de o perioadă de studiu sau de formare legată de învățământul profesional și tehnic inițial (inclusiv stagii într-un mediu profesional) în străinătate cu o durată de cel puțin două săptămâni sau mai puțin dacă este confirmată de un document Europass.",perioadă,0.25,2,0.4,0.025,Ins_LearningMobility,2,14,perioadă,"(3197, 3205)","(185, 192)",0.1
"”
- „Până în 2020, o medie la nivelul UE de cel puțin 6% din grupa de vârstă 18-34 de ani având o calificare de învățământ profesional și tehnic inițial ar trebui să fi beneficiat de o perioadă de studiu sau de formare legată de învățământul profesional și tehnic inițial (inclusiv stagii într-un mediu profesional) în străinătate cu o durată de cel puțin două săptămâni sau mai puțin dacă este confirmată de un document Europass.",trebui,0.25,2,0.888888888888889,0.0555555555555556,Ins_LearningMobility,2,14,trebui,"(3168, 3174)","(156, 161)",0.1
"”
- „Până în 2020, o medie la nivelul UE de cel puțin 6% din grupa de vârstă 18-34 de ani având o calificare de învățământ profesional și tehnic inițial ar trebui să fi beneficiat de o perioadă de studiu sau de formare legată de învățământul profesional și tehnic inițial (inclusiv stagii într-un mediu profesional) în străinătate cu o durată de cel puțin două săptămâni sau mai puțin dacă este confirmată de un document Europass.",ani,0,1,0.21,0.013125,Ins_LearningMobility,2,14,an,"(3098, 3101)","(86, 88)",0
"”
- „Până în 2020, o medie la nivelul UE de cel puțin 6% din grupa de vârstă 18-34 de ani având o calificare de învățământ profesional și tehnic inițial ar trebui să fi beneficiat de o perioadă de studiu sau de formare legată de învățământul profesional și tehnic inițial (inclusiv stagii într-un mediu profesional) în străinătate cu o durată de cel puțin două săptămâni sau mai puțin dacă este confirmată de un document Europass.",durată,0,1,0.89,0.055625,Ins_LearningMobility,2,14,durată,"(3348, 3354)","(336, 341)",0.1
"”
- „Până în 2020, o medie la nivelul UE de cel puțin 6% din grupa de vârstă 18-34 de ani având o calificare de învățământ profesional și tehnic inițial ar trebui să fi beneficiat de o perioadă de studiu sau de formare legată de învățământul profesional și tehnic inițial (inclusiv stagii într-un mediu profesional) în străinătate cu o durată de cel puțin două săptămâni sau mai puțin dacă este confirmată de un document Europass.",document,0.25,2,0.16,0.01,Ins_LearningMobility,2,14,document,"(3424, 3432)","(412, 419)",0.1
"”
- „Până în 2020, o medie la nivelul UE de cel puțin 6% din grupa de vârstă 18-34 de ani având o calificare de învățământ profesional și tehnic inițial ar trebui să fi beneficiat de o perioadă de studiu sau de formare legată de învățământul profesional și tehnic inițial (inclusiv stagii într-un mediu profesional) în străinătate cu o durată de cel puțin două săptămâni sau mai puțin dacă este confirmată de un document Europass.",învățământ,0.25,2,0.54320987654321,0.0339506172839506,Ins_LearningMobility,2,14,învățământ,"(3124, 3134)","(112, 121)",0.2
"Observase că imediat ce se trezea el, cea mai mare parte a animalelor se deșteptau și ele.",Observase,0.25,2,0.21,0.013125,Lit_Alchemist,3,14,Observase,"(1157, 1166)","(0, 8)",0.4
"Observase că imediat ce se trezea el, cea mai mare parte a animalelor se deșteptau și ele.",deșteptau,0.25,2,0.64,0.04,Lit_Alchemist,3,14,deștepta,"(1230, 1239)","(73, 81)",0.3
"Observase că imediat ce se trezea el, cea mai mare parte a animalelor se deșteptau și ele.",animalelor,0,1,0.64,0.04,Lit_Alchemist,3,14,animal,"(1216, 1226)","(59, 68)",0.1
"Observase că imediat ce se trezea el, cea mai mare parte a animalelor se deșteptau și ele.",parte,0.25,2,0.29,0.018125,Lit_Alchemist,3,14,parte,"(1208, 1213)","(51, 55)",0.1
"Și, Doamne Dumnezeule, nu vor fi chiar șapte ani!",Dumnezeule,0,1,0.413223140495868,0.0258264462809917,Lit_MagicMountain,4,14,Dumnezeule,"(3127, 3137)","(11, 20)",0.1
"Și, Doamne Dumnezeule, nu vor fi chiar șapte ani!",Doamne,0,1,0.611570247933884,0.0382231404958678,Lit_MagicMountain,4,14,Doamne,"(3120, 3126)","(4, 9)",0.1
"Și, Doamne Dumnezeule, nu vor fi chiar șapte ani!",ani,0,1,0.0826446280991736,0.00516528925619835,Lit_MagicMountain,4,14,an,"(3161, 3164)","(45, 47)",0
"La vreo patru ani după această descoperire, expediția lui Ottenskjold a dat ocol planetei, cercetând-o de pe astronava „Laokoon”.",astronava,0.75,4,1.2396694214876,0.0774793388429752,Lit_Solaris,6,14,astronavă,"(1922, 1931)","(109, 117)",0.3
"La vreo patru ani după această descoperire, expediția lui Ottenskjold a dat ocol planetei, cercetând-o de pe astronava „Laokoon”.",expediția,0.25,2,1.2396694214876,0.0774793388429752,Lit_Solaris,6,14,expediție,"(1857, 1866)","(44, 52)",0.1
"La vreo patru ani după această descoperire, expediția lui Ottenskjold a dat ocol planetei, cercetând-o de pe astronava „Laokoon”.",ocol,0.375,2.5,0.776859504132231,0.0485537190082645,Lit_Solaris,6,14,ocol,"(1889, 1893)","(76, 79)",0.1
"La vreo patru ani după această descoperire, expediția lui Ottenskjold a dat ocol planetei, cercetând-o de pe astronava „Laokoon”.",planetei,0.25,2,0.243055555555556,0.0151909722222222,Lit_Solaris,6,14,planetă,"(1894, 1902)","(81, 88)",0.1
"La vreo patru ani după această descoperire, expediția lui Ottenskjold a dat ocol planetei, cercetând-o de pe astronava „Laokoon”.",dat,0,1,0.56198347107438,0.0351239669421488,Lit_Solaris,6,14,da,"(1885, 1888)","(72, 74)",0.1
"La vreo patru ani după această descoperire, expediția lui Ottenskjold a dat ocol planetei, cercetând-o de pe astronava „Laokoon”.",ani,0,1,0,0,Lit_Solaris,6,14,an,"(1827, 1830)","(14, 16)",0
"Ea zâmbi cu gândul aiurea, amintindu-și titlul articolului dedicat călătoriei lor.",amintindu,0,1,0.56198347107438,0.0351239669421488,Lit_BrokenApril,7,14,aminti,"(1538, 1547)","(27, 35)",0.1
"Ea zâmbi cu gândul aiurea, amintindu-și titlul articolului dedicat călătoriei lor.",zâmbi,0,1,0.416666666666667,0.0260416666666667,Lit_BrokenApril,7,14,zâmbi,"(1514, 1519)","(3, 7)",0.1
"Ea zâmbi cu gândul aiurea, amintindu-și titlul articolului dedicat călătoriei lor.",călătoriei,0,1,0.56198347107438,0.0351239669421488,Lit_BrokenApril,7,14,călătorie,"(1578, 1588)","(67, 76)",0.1
"Ea zâmbi cu gândul aiurea, amintindu-și titlul articolului dedicat călătoriei lor.",articolului,0.25,2,0.446280991735537,0.0278925619834711,Lit_BrokenApril,7,14,articol,"(1558, 1569)","(47, 57)",0.1
"Ea zâmbi cu gândul aiurea, amintindu-și titlul articolului dedicat călătoriei lor.",gândul,0.25,2,0.446280991735537,0.0278925619834711,Lit_BrokenApril,7,14,gând,"(1523, 1529)","(12, 17)",0.1
"Ea zâmbi cu gândul aiurea, amintindu-și titlul articolului dedicat călătoriei lor.",titlul,0,1,0.429752066115702,0.0268595041322314,Lit_BrokenApril,7,14,titlu,"(1551, 1557)","(40, 45)",0.1
"Prof. dr. Bill Sears, specialist în pediatrie de la Universitatea din California, consideră că laptele conține o sumă de nutrienți importanți.",pediatrie,0.25,2,0.84,0.0525,Arg_PISACowsMilk,8,14,pediatrie,"(1327, 1336)","(36, 44)",0.3
"Prof. dr. Bill Sears, specialist în pediatrie de la Universitatea din California, consideră că laptele conține o sumă de nutrienți importanți.",nutrienți,0.5,3,1.2,0.075,Arg_PISACowsMilk,8,14,nutrient,"(1412, 1421)","(121, 129)",0.2
"Prof. dr. Bill Sears, specialist în pediatrie de la Universitatea din California, consideră că laptele conține o sumă de nutrienți importanți.",laptele,0,1,0.21,0.013125,Arg_PISACowsMilk,8,14,lapte,"(1386, 1393)","(95, 101)",0.1
"Prof. dr. Bill Sears, specialist în pediatrie de la Universitatea din California, consideră că laptele conține o sumă de nutrienți importanți.",consideră,0.25,2,0.69,0.043125,Arg_PISACowsMilk,8,14,considera,"(1373, 1382)","(82, 90)",0.1
"Prof. dr. Bill Sears, specialist în pediatrie de la Universitatea din California, consideră că laptele conține o sumă de nutrienți importanți.",Universitatea,0.25,2,0.24,0.015,Arg_PISACowsMilk,8,14,universitate,"(1343, 1356)","(52, 64)",0.1
"Prof. dr. Bill Sears, specialist în pediatrie de la Universitatea din California, consideră că laptele conține o sumă de nutrienți importanți.",dr.,0.25,2,1.44,0.09,Arg_PISACowsMilk,8,14,dr.,"(1297, 1300)","(6, 7)",0.1
"Prof. dr. Bill Sears, specialist în pediatrie de la Universitatea din California, consideră că laptele conține o sumă de nutrienți importanți.",specialist,0.25,2,0.76,0.0475,Arg_PISACowsMilk,8,14,specialist,"(1313, 1323)","(22, 31)",0.1
"Timp de mulți ani, arheologii nu au găsit o explicație despre cum au putut fi deplasate statuile.",deplasate,0.25,2,0.61,0.038125,Arg_PISARapaNui,9,14,deplasa,"(1667, 1676)","(78, 86)",0.2
"Timp de mulți ani, arheologii nu au găsit o explicație despre cum au putut fi deplasate statuile.",statuile,0.25,2,0.41,0.025625,Arg_PISARapaNui,9,14,statue,"(1677, 1685)","(88, 95)",0.1
"Timp de mulți ani, arheologii nu au găsit o explicație despre cum au putut fi deplasate statuile.",arheologii,0.5,3,0.76,0.0475,Arg_PISARapaNui,9,14,arheolog,"(1608, 1618)","(19, 28)",0.3
"Timp de mulți ani, arheologii nu au găsit o explicație despre cum au putut fi deplasate statuile.",putut,0.25,2,0.76,0.0475,Arg_PISARapaNui,9,14,putea,"(1658, 1663)","(69, 73)",0.1
"Timp de mulți ani, arheologii nu au găsit o explicație despre cum au putut fi deplasate statuile.",Timp,0.125,1.5,0.25,0.015625,Arg_PISARapaNui,9,14,timp,"(1589, 1593)","(0, 3)",0.1
"Timp de mulți ani, arheologii nu au găsit o explicație despre cum au putut fi deplasate statuile.",ani,0,1,0.16,0.01,Arg_PISARapaNui,9,14,an,"(1603, 1606)","(14, 16)",0
"Timp de mulți ani, arheologii nu au găsit o explicație despre cum au putut fi deplasate statuile.",explicație,0.125,1.5,0.56,0.035,Arg_PISARapaNui,9,14,explicație,"(1633, 1643)","(44, 53)",0.1
„Vezi o mulțime de reconstituiri ale acestor oameni care vânează și culeg și care arată ca europenii moderni cu pielea deschisă la culoare.,reconstituiri,0.75,4,0.991735537190083,0.0619834710743802,PopSci_Caveman,10,14,reconstituire,"(2239, 2252)","(19, 31)",0.4
„Vezi o mulțime de reconstituiri ale acestor oameni care vânează și culeg și care arată ca europenii moderni cu pielea deschisă la culoare.,europenii,0.25,2,0.0826446280991736,0.00516528925619835,PopSci_Caveman,10,14,europen,"(2311, 2320)","(91, 99)",0.1
„Vezi o mulțime de reconstituiri ale acestor oameni care vânează și culeg și care arată ca europenii moderni cu pielea deschisă la culoare.,vânează,0,1,0.247933884297521,0.015495867768595,PopSci_Caveman,10,14,vâna,"(2277, 2284)","(57, 63)",0.1
„Vezi o mulțime de reconstituiri ale acestor oameni care vânează și culeg și care arată ca europenii moderni cu pielea deschisă la culoare.,culoare,0,1,0.198347107438017,0.012396694214876,PopSci_Caveman,10,14,culoare,"(2351, 2358)","(131, 137)",0.1
„Vezi o mulțime de reconstituiri ale acestor oameni care vânează și culeg și care arată ca europenii moderni cu pielea deschisă la culoare.,arată,0,1,0.555555555555556,0.0347222222222222,PopSci_Caveman,10,14,arăta,"(2302, 2307)","(82, 86)",0.1
„Vezi o mulțime de reconstituiri ale acestor oameni care vânează și culeg și care arată ca europenii moderni cu pielea deschisă la culoare.,oameni,0,1,0.148760330578512,0.00929752066115702,PopSci_Caveman,10,14,om,"(2265, 2271)","(45, 50)",0.1
„Vezi o mulțime de reconstituiri ale acestor oameni care vânează și culeg și care arată ca europenii moderni cu pielea deschisă la culoare.,pielea,0,1,0.413223140495868,0.0258264462809917,PopSci_Caveman,10,14,piele,"(2332, 2338)","(112, 117)",0.1
Urmărirea oculară este o tehnologie utilă pentru multe aplicații.,Urmărirea,0,1,0.59504132231405,0.0371900826446281,PopSci_MultiplEYE,0,15,Urmărirea,"(2245, 2254)","(0, 8)",0.1
Urmărirea oculară este o tehnologie utilă pentru multe aplicații.,tehnologie,0.25,2,0.446280991735537,0.0278925619834711,PopSci_MultiplEYE,0,15,tehnologie,"(2270, 2280)","(25, 34)",0.1
Urmărirea oculară este o tehnologie utilă pentru multe aplicații.,aplicații,0.25,2,0.6,0.0375,PopSci_MultiplEYE,0,15,aplicație,"(2300, 2309)","(55, 63)",0.1
"”
Criteriul de referință se concentrează asupra mobilității spre exterior: cu alte cuvinte, a măsurii în care persoanele individuale merg în străinătate pentru a acumula experiențe de învățare și calificări.",măsurii,0.5,3,0.49,0.030625,Ins_LearningMobility,2,15,măsură,"(3536, 3543)","(94, 100)",0.1
"”
Criteriul de referință se concentrează asupra mobilității spre exterior: cu alte cuvinte, a măsurii în care persoanele individuale merg în străinătate pentru a acumula experiențe de învățare și calificări.",acumula,0.5,3,0.84,0.0525,Ins_LearningMobility,2,15,acumula,"(3604, 3611)","(162, 168)",0.2
"”
Criteriul de referință se concentrează asupra mobilității spre exterior: cu alte cuvinte, a măsurii în care persoanele individuale merg în străinătate pentru a acumula experiențe de învățare și calificări.",mobilității,0.5,3,0.36,0.0225,Ins_LearningMobility,2,15,mobilitate,"(3490, 3501)","(48, 58)",0.5
"”
Criteriul de referință se concentrează asupra mobilității spre exterior: cu alte cuvinte, a măsurii în care persoanele individuale merg în străinătate pentru a acumula experiențe de învățare și calificări.",străinătate,0,1,0.44,0.0275,Ins_LearningMobility,2,15,străinătate,"(3583, 3594)","(141, 151)",0.1
"”
Criteriul de referință se concentrează asupra mobilității spre exterior: cu alte cuvinte, a măsurii în care persoanele individuale merg în străinătate pentru a acumula experiențe de învățare și calificări.",exterior,0.25,2,0.41,0.025625,Ins_LearningMobility,2,15,exterior,"(3507, 3515)","(65, 72)",0.2
"”
Criteriul de referință se concentrează asupra mobilității spre exterior: cu alte cuvinte, a măsurii în care persoanele individuale merg în străinătate pentru a acumula experiențe de învățare și calificări.",cuvinte,0,1,0.45,0.028125,Ins_LearningMobility,2,15,cuvânt,"(3525, 3532)","(83, 89)",0.1
"”
Criteriul de referință se concentrează asupra mobilității spre exterior: cu alte cuvinte, a măsurii în care persoanele individuale merg în străinătate pentru a acumula experiențe de învățare și calificări.",Criteriul,0.25,2,0.81,0.050625,Ins_LearningMobility,2,15,criteri,"(3444, 3453)","(2, 10)",0.2
"”
Criteriul de referință se concentrează asupra mobilității spre exterior: cu alte cuvinte, a măsurii în care persoanele individuale merg în străinătate pentru a acumula experiențe de învățare și calificări.",calificări,0.5,3,0.36,0.0225,Ins_LearningMobility,2,15,calificare,"(3638, 3648)","(196, 205)",0.2
"”
Criteriul de referință se concentrează asupra mobilității spre exterior: cu alte cuvinte, a măsurii în care persoanele individuale merg în străinătate pentru a acumula experiențe de învățare și calificări.",învățare,0.125,1.5,0.56,0.035,Ins_LearningMobility,2,15,învățare,"(3626, 3634)","(184, 191)",0.1
"Ca și cum ar fi existat o energie misterioasă care îi unea viața de aceea a oilor cu care străbătuse pământul de doi ani încoace în căutare de hrană și apă.
„S-au obișnuit atâta cu mine că-mi cunosc obiceiurile”, își spuse în șoaptă.",apă,0,1,0.0826446280991735,0.00516528925619835,Lit_Alchemist,3,15,apă,"(1400, 1403)","(152, 154)",0
"Ca și cum ar fi existat o energie misterioasă care îi unea viața de aceea a oilor cu care străbătuse pământul de doi ani încoace în căutare de hrană și apă.
„S-au obișnuit atâta cu mine că-mi cunosc obiceiurile”, își spuse în șoaptă.",străbătuse,0.25,2,0.975206611570248,0.0609504132231405,Lit_Alchemist,3,15,străbăte,"(1338, 1348)","(90, 99)",0.5
"Ca și cum ar fi existat o energie misterioasă care îi unea viața de aceea a oilor cu care străbătuse pământul de doi ani încoace în căutare de hrană și apă.
„S-au obișnuit atâta cu mine că-mi cunosc obiceiurile”, își spuse în șoaptă.",șoaptă,0,1,0.694214876033058,0.0433884297520661,Lit_Alchemist,3,15,șoaptă,"(1474, 1480)","(226, 231)",0.1
"Ca și cum ar fi existat o energie misterioasă care îi unea viața de aceea a oilor cu care străbătuse pământul de doi ani încoace în căutare de hrană și apă.
„S-au obișnuit atâta cu mine că-mi cunosc obiceiurile”, își spuse în șoaptă.",oilor,0,1,1.42148760330578,0.0888429752066116,Lit_Alchemist,3,15,oilor,"(1324, 1329)","(76, 80)",0.1
"Ca și cum ar fi existat o energie misterioasă care îi unea viața de aceea a oilor cu care străbătuse pământul de doi ani încoace în căutare de hrană și apă.
„S-au obișnuit atâta cu mine că-mi cunosc obiceiurile”, își spuse în șoaptă.",viața,0.125,1.5,0.89,0.055625,Lit_Alchemist,3,15,viață,"(1307, 1312)","(59, 63)",0.1
"Ca și cum ar fi existat o energie misterioasă care îi unea viața de aceea a oilor cu care străbătuse pământul de doi ani încoace în căutare de hrană și apă.
„S-au obișnuit atâta cu mine că-mi cunosc obiceiurile”, își spuse în șoaptă.",ani,0,1,0.21,0.013125,Lit_Alchemist,3,15,an,"(1365, 1368)","(117, 119)",0
"Ca și cum ar fi existat o energie misterioasă care îi unea viața de aceea a oilor cu care străbătuse pământul de doi ani încoace în căutare de hrană și apă.
„S-au obișnuit atâta cu mine că-mi cunosc obiceiurile”, își spuse în șoaptă.",spuse,0,1,0.09,0.005625,Lit_Alchemist,3,15,spune,"(1465, 1470)","(217, 221)",0.1
"Ca și cum ar fi existat o energie misterioasă care îi unea viața de aceea a oilor cu care străbătuse pământul de doi ani încoace în căutare de hrană și apă.
„S-au obișnuit atâta cu mine că-mi cunosc obiceiurile”, își spuse în șoaptă.",hrană,0,1,0.44,0.0275,Lit_Alchemist,3,15,hrană,"(1391, 1396)","(143, 147)",0.1
"Ca și cum ar fi existat o energie misterioasă care îi unea viața de aceea a oilor cu care străbătuse pământul de doi ani încoace în căutare de hrană și apă.
„S-au obișnuit atâta cu mine că-mi cunosc obiceiurile”, își spuse în șoaptă.",căutare,0.125,1.5,0.56,0.035,Lit_Alchemist,3,15,căutare,"(1380, 1387)","(132, 138)",0.1
"Această expediție a avut un caracter provizoriu, de recunoaștere numai, cu atât mai mult cu cât nu era prevăzută pentru descindere.",descindere,0.75,4,0.512396694214876,0.0320247933884297,Lit_Solaris,6,15,descindere,"(2063, 2073)","(120, 129)",0.5
"Această expediție a avut un caracter provizoriu, de recunoaștere numai, cu atât mai mult cu cât nu era prevăzută pentru descindere.",expediție,0.25,2,0.743055555555555,0.0464409722222222,Lit_Solaris,6,15,expediție,"(1951, 1960)","(8, 16)",0.1
"Această expediție a avut un caracter provizoriu, de recunoaștere numai, cu atât mai mult cu cât nu era prevăzută pentru descindere.",prevăzută,0.5,3,0.545454545454545,0.0340909090909091,Lit_Solaris,6,15,prevedea,"(2046, 2055)","(103, 111)",0.2
"Această expediție a avut un caracter provizoriu, de recunoaștere numai, cu atât mai mult cu cât nu era prevăzută pentru descindere.",recunoaștere,0.5,3,0.694214876033058,0.0433884297520661,Lit_Solaris,6,15,recunoaștere,"(1995, 2007)","(52, 63)",0.2
"Această expediție a avut un caracter provizoriu, de recunoaștere numai, cu atât mai mult cu cât nu era prevăzută pentru descindere.",caracter,0.5,3,1.15702479338843,0.0723140495867769,Lit_Solaris,6,15,caracter,"(1971, 1979)","(28, 35)",0.1
"Această expediție a avut un caracter provizoriu, de recunoaștere numai, cu atât mai mult cu cât nu era prevăzută pentru descindere.",avut,0,1,0.148760330578512,0.00929752066115702,Lit_Solaris,6,15,avea,"(1963, 1967)","(20, 23)",0.1
"„Un eveniment încântător: Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!",masivul,0.5,3,1.14049586776859,0.0712809917355372,Lit_BrokenApril,7,15,masiv,"(1715, 1722)","(121, 127)",0.3
"„Un eveniment încântător: Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!",Scriitorul,0,1,0.975206611570248,0.0609504132231405,Lit_BrokenApril,7,15,scriitor,"(1620, 1630)","(26, 35)",0.1
"„Un eveniment încântător: Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!",miere,0.25,2,0.694214876033058,0.0433884297520661,Lit_BrokenApril,7,15,miere,"(1706, 1711)","(112, 116)",0.1
"„Un eveniment încântător: Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!",hotărât,0.25,2,0.727272727272727,0.0454545454545455,Lit_BrokenApril,7,15,hotărî,"(1675, 1682)","(81, 87)",0.1
"„Un eveniment încântător: Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!",eveniment,0.25,2,0.380165289256198,0.0237603305785124,Lit_BrokenApril,7,15,eveniment,"(1598, 1607)","(4, 12)",0.1
"„Un eveniment încântător: Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!",luna,0,1,0.611570247933884,0.0382231404958678,Lit_BrokenApril,7,15,lună,"(1698, 1702)","(104, 107)",0.1
Asociația Internațională pentru Produse Lactate (AIPL) sprijină această idee.,sprijină,0.5,3,1.04,0.065,Arg_PISACowsMilk,8,15,sprijina,"(1489, 1497)","(55, 62)",0.1
Asociația Internațională pentru Produse Lactate (AIPL) sprijină această idee.,Asociația,0.25,2,0.89,0.055625,Arg_PISACowsMilk,8,15,asociație,"(1434, 1443)","(0, 8)",0.1
Asociația Internațională pentru Produse Lactate (AIPL) sprijină această idee.,idee,0,1,1.09,0.068125,Arg_PISACowsMilk,8,15,idee,"(1506, 1510)","(72, 75)",0.1
Asociația Internațională pentru Produse Lactate (AIPL) sprijină această idee.,Produse,0,1,0.76,0.0475,Arg_PISACowsMilk,8,15,Produse,"(1466, 1473)","(32, 38)",0.1
"A fost un mister până în anii 1990, când o echipă de arheologi și localnici din Rapa Nui au demonstrat că moai-i pot fi transportați și ridicați cu funii făcute din plante, cu ajutorul unor role și șenile de lemn construite din copacii masivi care în trecut creșteau în mare număr pe insulă.",moai,1,5,0.148760330578512,0.00929752066115702,Arg_PISARapaNui,9,15,moai,"(1793, 1797)","(106, 109)",0.6
