stimulus,subject_id,word_index,word_index_in_sentence,word,sentence,fixations_list,fixations_TRT
lit_brokenapril_9_page_5,23,67,2.0,Vorps,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[],0
lit_brokenapril_9_page_5,23,68,3.0,și,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[],0
lit_brokenapril_9_page_5,23,69,4.0,tânăra,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[174],174
lit_brokenapril_9_page_5,23,70,5.0,lui,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[],0
lit_brokenapril_9_page_5,23,71,6.0,"soție,","Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[214],214
lit_brokenapril_9_page_5,23,72,7.0,"Diana,","Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[300],300
lit_brokenapril_9_page_5,23,73,8.0,au,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[],0
lit_brokenapril_9_page_5,23,74,9.0,hotărât,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[256],256
lit_brokenapril_9_page_5,23,75,10.0,să-și,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[],0
lit_brokenapril_9_page_5,23,76,11.0,petreacă,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”","[144, 136]",280
lit_brokenapril_9_page_5,23,77,12.0,luna,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[],0
lit_brokenapril_9_page_5,23,78,13.0,de,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[],0
lit_brokenapril_9_page_5,23,79,14.0,miere,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[],0
lit_brokenapril_9_page_5,23,80,15.0,în,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[],0
lit_brokenapril_9_page_5,23,81,16.0,masivul,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[260],260
lit_brokenapril_9_page_5,23,82,17.0,muntos,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[],0
lit_brokenapril_9_page_5,23,83,18.0,din,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[],0
lit_brokenapril_9_page_5,23,84,19.0,nord!”,"Scriitorul Besian Vorps și tânăra lui soție, Diana, au hotărât să-și petreacă luna de miere în masivul muntos din nord!”",[410],410
lit_brokenapril_9_page_6,23,0,0.0,Mai,Mai apoi articolul era nițeluș confuz.,[],0
lit_brokenapril_9_page_6,23,1,1.0,apoi,Mai apoi articolul era nițeluș confuz.,[],0
lit_brokenapril_9_page_6,23,2,2.0,articolul,Mai apoi articolul era nițeluș confuz.,[234],234
lit_brokenapril_9_page_6,23,3,3.0,era,Mai apoi articolul era nițeluș confuz.,[],0
lit_brokenapril_9_page_6,23,4,4.0,nițeluș,Mai apoi articolul era nițeluș confuz.,"[200, 118]",318
lit_brokenapril_9_page_6,23,5,5.0,confuz.,Mai apoi articolul era nițeluș confuz.,[264],264
lit_brokenapril_9_page_6,23,6,0.0,Nu,"Nu se înțelegea bine dacă autorul său, un anume A.G.",[],0
lit_brokenapril_9_page_6,23,7,1.0,se,"Nu se înțelegea bine dacă autorul său, un anume A.G.",[],0
lit_brokenapril_9_page_6,23,8,2.0,înțelegea,"Nu se înțelegea bine dacă autorul său, un anume A.G.",[168],168
lit_brokenapril_9_page_6,23,9,3.0,bine,"Nu se înțelegea bine dacă autorul său, un anume A.G.",[198],198
lit_brokenapril_9_page_6,23,10,4.0,dacă,"Nu se înțelegea bine dacă autorul său, un anume A.G.",[216],216
lit_brokenapril_9_page_6,23,11,5.0,autorul,"Nu se înțelegea bine dacă autorul său, un anume A.G.",[244],244
lit_brokenapril_9_page_6,23,12,6.0,"său,","Nu se înțelegea bine dacă autorul său, un anume A.G.",[166],166
lit_brokenapril_9_page_6,23,13,7.0,un,"Nu se înțelegea bine dacă autorul său, un anume A.G.",[566],566
lit_brokenapril_9_page_6,23,14,8.0,anume,"Nu se înțelegea bine dacă autorul său, un anume A.G.",[252],252
lit_brokenapril_9_page_6,23,15,9.0,A.G.,"Nu se înțelegea bine dacă autorul său, un anume A.G.",[114],114
lit_brokenapril_9_page_6,23,16,0.0,(să,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.",[110],110
lit_brokenapril_9_page_6,23,17,1.0,fi,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.",[],0
lit_brokenapril_9_page_6,23,18,2.0,"fost,","(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.","[152, 244, 210]",606
lit_brokenapril_9_page_6,23,19,3.0,"oare,","(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.","[162, 180]",342
lit_brokenapril_9_page_6,23,20,4.0,cunoștința,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.","[234, 170]",404
lit_brokenapril_9_page_6,23,21,5.0,lor,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.",[],0
lit_brokenapril_9_page_6,23,22,6.0,comună,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.",[],0
lit_brokenapril_9_page_6,23,23,7.0,Adrian,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.",[],0
lit_brokenapril_9_page_6,23,24,8.0,Guma,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.",[],0
lit_brokenapril_9_page_6,23,25,9.0,le,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.",[],0
lit_brokenapril_9_page_6,23,26,10.0,elogia,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.",[],0
lit_brokenapril_9_page_6,23,27,11.0,inițiativa,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.","[326, 280]",606
lit_brokenapril_9_page_6,23,28,12.0,sau,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.",[100],100
lit_brokenapril_9_page_6,23,29,13.0,dădea,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.","[274, 180]",454
lit_brokenapril_9_page_6,23,30,14.0,glas,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.",[220],220
lit_brokenapril_9_page_6,23,31,15.0,unei,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.",[348],348
lit_brokenapril_9_page_6,23,32,16.0,invidii,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.","[198, 226, 276, 104]",804
lit_brokenapril_9_page_6,23,33,17.0,voalate.,"(să fi fost, oare, cunoștința lor comună Adrian Guma?) le elogia inițiativa sau dădea glas unei invidii voalate.",[240],240
lit_brokenapril_9_page_7,23,0,0.0,La,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[],0
lit_brokenapril_9_page_7,23,1,1.0,început,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[],0
lit_brokenapril_9_page_7,23,2,2.0,cu,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[],0
lit_brokenapril_9_page_7,23,3,3.0,două,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[250],250
lit_brokenapril_9_page_7,23,4,4.0,săptămâni,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[212],212
lit_brokenapril_9_page_7,23,5,5.0,înaintea,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.","[278, 270]",548
lit_brokenapril_9_page_7,23,6,6.0,căsătoriei,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[],0
lit_brokenapril_9_page_7,23,7,7.0,aflând,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[],0
lit_brokenapril_9_page_7,23,8,8.0,de,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[],0
lit_brokenapril_9_page_7,23,9,9.0,la,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[152],152
lit_brokenapril_9_page_7,23,10,10.0,el,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[110],110
lit_brokenapril_9_page_7,23,11,11.0,despre,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.","[190, 202]",392
lit_brokenapril_9_page_7,23,12,12.0,intenția,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[224],224
lit_brokenapril_9_page_7,23,13,13.0,de,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[],0
lit_brokenapril_9_page_7,23,14,14.0,a,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[],0
lit_brokenapril_9_page_7,23,15,15.0,întreprinde,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.","[226, 114, 226, 150]",716
lit_brokenapril_9_page_7,23,16,16.0,această,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[300],300
lit_brokenapril_9_page_7,23,17,17.0,"călătorie,","La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[180],180
lit_brokenapril_9_page_7,23,18,18.0,ea,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[],0
lit_brokenapril_9_page_7,23,19,19.0,se,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[],0
lit_brokenapril_9_page_7,23,20,20.0,arătase,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[],0
lit_brokenapril_9_page_7,23,21,21.0,surprinsă,"La început, cu două săptămâni înaintea căsătoriei, aflând de la el despre intenția de a întreprinde această călătorie, ea se arătase surprinsă.",[],0
lit_brokenapril_9_page_7,23,22,0.0,Să,"Să nu te miri câtuși de puțin, îi spuseseră prietenele.",[],0
lit_brokenapril_9_page_7,23,23,1.0,nu,"Să nu te miri câtuși de puțin, îi spuseseră prietenele.",[],0
lit_brokenapril_9_page_7,23,24,2.0,te,"Să nu te miri câtuși de puțin, îi spuseseră prietenele.",[],0
lit_brokenapril_9_page_7,23,25,3.0,miri,"Să nu te miri câtuși de puțin, îi spuseseră prietenele.",[230],230
lit_brokenapril_9_page_7,23,26,4.0,câtuși,"Să nu te miri câtuși de puțin, îi spuseseră prietenele.","[110, 186]",296
lit_brokenapril_9_page_7,23,27,5.0,de,"Să nu te miri câtuși de puțin, îi spuseseră prietenele.",[],0
lit_brokenapril_9_page_7,23,28,6.0,"puțin,","Să nu te miri câtuși de puțin, îi spuseseră prietenele.",[274],274
lit_brokenapril_9_page_7,23,29,7.0,îi,"Să nu te miri câtuși de puțin, îi spuseseră prietenele.",[],0
lit_brokenapril_9_page_7,23,30,8.0,spuseseră,"Să nu te miri câtuși de puțin, îi spuseseră prietenele.","[238, 168]",406
lit_brokenapril_9_page_7,23,31,9.0,prietenele.,"Să nu te miri câtuși de puțin, îi spuseseră prietenele.",[300],300
lit_brokenapril_9_page_7,23,32,0.0,Te,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[],0
lit_brokenapril_9_page_7,23,33,1.0,măriți,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[],0
lit_brokenapril_9_page_7,23,34,2.0,cu,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[],0
lit_brokenapril_9_page_7,23,35,3.0,un,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[],0
lit_brokenapril_9_page_7,23,36,4.0,om,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[],0
lit_brokenapril_9_page_7,23,37,5.0,neobișnuit,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[],0
lit_brokenapril_9_page_7,23,38,6.0,de,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[],0
lit_brokenapril_9_page_7,23,39,7.0,la,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[],0
lit_brokenapril_9_page_7,23,40,8.0,care,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[],0
lit_brokenapril_9_page_7,23,41,9.0,vei,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[],0
lit_brokenapril_9_page_7,23,42,10.0,auzi,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[],0
lit_brokenapril_9_page_7,23,43,11.0,doar,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[242],242
lit_brokenapril_9_page_7,23,44,12.0,lucruri,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[274],274
lit_brokenapril_9_page_7,23,45,13.0,neobișnuite.,"Te măriți cu un om neobișnuit, de la care vei auzi doar lucruri neobișnuite.",[292],292
lit_brokenapril_9_page_7,23,46,0.0,La,La urma-urmei nu putem să-ți spunem decât:,[],0
lit_brokenapril_9_page_7,23,47,1.0,urma-urmei,La urma-urmei nu putem să-ți spunem decât:,[192],192
lit_brokenapril_9_page_7,23,48,2.0,nu,La urma-urmei nu putem să-ți spunem decât:,[],0
lit_brokenapril_9_page_7,23,49,3.0,putem,La urma-urmei nu putem să-ți spunem decât:,[],0
lit_brokenapril_9_page_7,23,50,4.0,să-ți,La urma-urmei nu putem să-ți spunem decât:,[],0
lit_brokenapril_9_page_7,23,51,5.0,spunem,La urma-urmei nu putem să-ți spunem decât:,[],0
lit_brokenapril_9_page_7,23,52,6.0,decât,La urma-urmei nu putem să-ți spunem decât:,[],0
lit_brokenapril_9_page_7,23,53,0.0,bravo,bravo ție!,[],0
lit_brokenapril_9_page_7,23,54,1.0,ție,bravo ție!,[],0
lit_brokenapril_9_page_8,23,0,0.0,Și,"Și, într-adevăr, se simțea fericită!",[],0
lit_brokenapril_9_page_8,23,1,1.0,într-adevăr,"Și, într-adevăr, se simțea fericită!",[],0
lit_brokenapril_9_page_8,23,2,2.0,se,"Și, într-adevăr, se simțea fericită!",[],0
lit_brokenapril_9_page_8,23,3,3.0,simțea,"Și, într-adevăr, se simțea fericită!",[262],262
lit_brokenapril_9_page_8,23,4,4.0,fericită!,"Și, într-adevăr, se simțea fericită!",[308],308
lit_brokenapril_9_page_8,23,5,0.0,În,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",[],0
lit_brokenapril_9_page_8,23,6,1.0,zilele,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.","[212, 162]",374
lit_brokenapril_9_page_8,23,7,2.0,dinaintea,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",[360],360
lit_brokenapril_9_page_8,23,8,3.0,"căsătoriei,","În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",[244],244
lit_brokenapril_9_page_8,23,9,4.0,în,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",[],0
lit_brokenapril_9_page_8,23,10,5.0,cercurile,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.","[320, 144]",464
lit_brokenapril_9_page_8,23,11,6.0,mondene,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.","[302, 206]",508
lit_brokenapril_9_page_8,23,12,7.0,și,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",[],0
lit_brokenapril_9_page_8,23,13,8.0,artistice,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.","[152, 110, 208, 268]",738
lit_brokenapril_9_page_8,23,14,9.0,ale,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",[172],172
lit_brokenapril_9_page_8,23,15,10.0,Tiranei,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.","[554, 130, 288]",972
lit_brokenapril_9_page_8,23,16,11.0,nu,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",[124],124
lit_brokenapril_9_page_8,23,17,12.0,se,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.","[214, 164, 208]",586
lit_brokenapril_9_page_8,23,18,13.0,vorbea,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",[126],126
lit_brokenapril_9_page_8,23,19,14.0,decât,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",[],0
lit_brokenapril_9_page_8,23,20,15.0,despre,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",[],0
lit_brokenapril_9_page_8,23,21,16.0,viitorul,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",[],0
lit_brokenapril_9_page_8,23,22,17.0,lor,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",[],0
lit_brokenapril_9_page_8,23,23,18.0,voiaj,"În zilele dinaintea căsătoriei, în cercurile mondene și artistice ale Tiranei nu se vorbea decât despre viitorul lor voiaj.",[],0
lit_brokenapril_9_page_8,23,24,0.0,Cei,Cei mai mulți se entuziasmaseră:,[],0
lit_brokenapril_9_page_8,23,25,1.0,mai,Cei mai mulți se entuziasmaseră:,[],0
lit_brokenapril_9_page_8,23,26,2.0,mulți,Cei mai mulți se entuziasmaseră:,"[148, 168]",316
lit_brokenapril_9_page_8,23,27,3.0,se,Cei mai mulți se entuziasmaseră:,[258],258
lit_brokenapril_9_page_8,23,28,4.0,entuziasmaseră:,Cei mai mulți se entuziasmaseră:,"[180, 194, 190, 144]",708
lit_brokenapril_9_page_8,23,29,0.0,vei,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,30,1.0,părăsi,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,31,2.0,lumea,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,32,3.0,reală,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,33,4.0,pentru,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,34,5.0,cea,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,35,6.0,a,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,36,7.0,legendelor,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,37,8.0,a,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,38,9.0,eposului,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.","[270, 158, 330]",758
lit_brokenapril_9_page_8,23,39,10.0,"autentic,","vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.","[108, 336]",444
lit_brokenapril_9_page_8,23,40,11.0,pe,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,41,12.0,care,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,42,13.0,doar,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,43,14.0,rar,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[166],166
lit_brokenapril_9_page_8,23,44,15.0,îl,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,45,16.0,mai,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,46,17.0,poți,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.","[274, 298]",572
lit_brokenapril_9_page_8,23,47,18.0,găsi,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,48,19.0,aievea,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,49,20.0,în,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,50,21.0,zilele,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_8,23,51,22.0,noastre,"vei părăsi lumea reală pentru cea a legendelor, a eposului autentic, pe care doar rar îl mai poți găsi aievea în zilele noastre.",[],0
lit_brokenapril_9_page_9,23,0,0.0,Urmau,"Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.",[],0
lit_brokenapril_9_page_9,23,1,1.0,cuvintele,"Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.",[],0
lit_brokenapril_9_page_9,23,2,2.0,despre,"Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.",[],0
lit_brokenapril_9_page_9,23,3,3.0,zâne,"Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.",[],0
lit_brokenapril_9_page_9,23,4,4.0,și,"Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.",[],0
lit_brokenapril_9_page_9,23,5,5.0,"vrăjitoare,","Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.",[456],456
lit_brokenapril_9_page_9,23,6,6.0,despre,"Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.",[178],178
lit_brokenapril_9_page_9,23,7,7.0,"rapsozi,","Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.",[312],312
lit_brokenapril_9_page_9,23,8,8.0,ultimii,"Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.","[198, 162, 246]",606
lit_brokenapril_9_page_9,23,9,9.0,aezi,"Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.","[200, 268]",468
lit_brokenapril_9_page_9,23,10,10.0,ai,"Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.",[178],178
lit_brokenapril_9_page_9,23,11,11.0,veacului,"Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.",[],0
lit_brokenapril_9_page_9,23,12,12.0,despre,"Urmau cuvintele despre zâne și vrăjitoare, despre rapsozi, ultimii aezi ai veacului, despre kanunul teribil și măreț ca nimic altceva pe lume.",[244],244
